Input.query,Input.id,annotations_list,gui_indexes_list,WorkerId,groupid,cumcount
Weather details for city with option in Celsius and Fahrenheit,28,"[1, 1, 2, 1, 2, 2, 2, 0, 0, 1, 1, 0, 1, 1, 0]","[2768, 32454, 13143, 9825, 68745, 13139, 33204, 68743, 38374, 19286, 14852, 19704, 38916, 13974, 49447]",AFIK3VBMMX6G6,59,0
Weather details for city with option in Celsius and Fahrenheit,28,"[2, 0, 0, 2, 1, 0, 1, 1, 1, 0, 1, 2, 0, 0, 2]","[2768, 32454, 13143, 9825, 68745, 13139, 33204, 68743, 38374, 19286, 14852, 19704, 38916, 13974, 49447]",ARJ7XWSK0Y8FJ,59,1
Weather details for city with option in Celsius and Fahrenheit,28,"[2, 1, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[2768, 32454, 13143, 9825, 68745, 13139, 33204, 68743, 38374, 19286, 14852, 19704, 38916, 13974, 49447]",A15ZDCM9T6FXH3,59,2
"saving items with complete , complete this group manually or exit",423,"[2, 1, 1, 0, 2, 2, 2, 1, 1, 0, 0, 1, 1, 1, 0]","[43202, 43209, 36136, 56936, 32270, 30405, 5706, 45975, 32190, 24733, 23762, 32194, 16566, 63756, 33303]",A35AR7EP102IEV,119,0
"saving items with complete , complete this group manually or exit",423,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[43202, 43209, 36136, 56936, 32270, 30405, 5706, 45975, 32190, 24733, 23762, 32194, 16566, 63756, 33303]",A15ZDCM9T6FXH3,119,1
"saving items with complete , complete this group manually or exit",423,"[2, 2, 0, 0, 2, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0]","[43202, 43209, 36136, 56936, 32270, 30405, 5706, 45975, 32190, 24733, 23762, 32194, 16566, 63756, 33303]",AYHIH9NTPYFLY,119,2
headlines tody,192,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]","[25862, 58168, 15959, 65391, 39484, 7270, 49577, 51159, 65397, 54133, 63435, 7269, 26931, 29800, 39482]",AXXA481XH6FKE,94,0
headlines tody,192,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]","[25862, 58168, 15959, 65391, 39484, 7270, 49577, 51159, 65397, 54133, 63435, 7269, 26931, 29800, 39482]",AYHIH9NTPYFLY,94,1
headlines tody,192,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1]","[25862, 58168, 15959, 65391, 39484, 7270, 49577, 51159, 65397, 54133, 63435, 7269, 26931, 29800, 39482]",A1I579KWWA5IEO,94,2
Using our advanced ovulation calculator online is the most reliable way of knowing your ovulation date,375,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1]","[16992, 16990, 16993, 16989, 16991, 22879, 16987, 16982, 1729, 1733, 16986, 16988, 16983, 1732, 16984]",AFIK3VBMMX6G6,57,0
Using our advanced ovulation calculator online is the most reliable way of knowing your ovulation date,375,"[1, 1, 0, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 2, 0]","[16992, 16990, 16993, 16989, 16991, 22879, 16987, 16982, 1729, 1733, 16986, 16988, 16983, 1732, 16984]",ARJ7XWSK0Y8FJ,57,1
Using our advanced ovulation calculator online is the most reliable way of knowing your ovulation date,375,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 2, 1]","[16992, 16990, 16993, 16989, 16991, 22879, 16987, 16982, 1729, 1733, 16986, 16988, 16983, 1732, 16984]",A2AKNTBRMYZ95S,57,2
weather notification with toggle button,363,"[2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[16844, 70635, 61170, 6423, 70626, 54917, 70777, 28497, 28698, 12865, 71513, 40490, 63601, 6416, 841]",A1PVNAXKDIW5K6,146,0
weather notification with toggle button,363,"[2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[16844, 70635, 61170, 6423, 70626, 54917, 70777, 28497, 28698, 12865, 71513, 40490, 63601, 6416, 841]",AXXA481XH6FKE,146,1
weather notification with toggle button,363,"[2, 1, 2, 2, 1, 1, 2, 2, 1, 0, 2, 1, 1, 2, 1]","[16844, 70635, 61170, 6423, 70626, 54917, 70777, 28497, 28698, 12865, 71513, 40490, 63601, 6416, 841]",A35AR7EP102IEV,146,2
Healthy Food options to add in daily Plan,68,"[1, 2, 0, 2, 1, 0, 1, 0, 0, 1, 1, 2, 1, 2, 0]","[30133, 69523, 41103, 55222, 13173, 57637, 29389, 34387, 57626, 66527, 30246, 13727, 66538, 34646, 13722]",AXXA481XH6FKE,16,0
Healthy Food options to add in daily Plan,68,"[2, 2, 0, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1]","[30133, 69523, 41103, 55222, 13173, 57637, 29389, 34387, 57626, 66527, 30246, 13727, 66538, 34646, 13722]",A35AR7EP102IEV,16,1
Healthy Food options to add in daily Plan,68,"[2, 0, 0, 2, 0, 0, 0, 1, 0, 1, 2, 2, 1, 0, 1]","[30133, 69523, 41103, 55222, 13173, 57637, 29389, 34387, 57626, 66527, 30246, 13727, 66538, 34646, 13722]",A33LIU53SVI55G,16,2
screen with sample movies and information on recording with SnapMovie,285,"[2, 1, 0, 1, 1, 1, 2, 1, 0, 0, 2, 0, 1, 0, 0]","[19996, 20002, 29107, 37885, 65045, 27889, 65335, 65046, 27890, 35355, 20000, 71014, 65050, 15199, 18719]",A33LIU53SVI55G,120,0
screen with sample movies and information on recording with SnapMovie,285,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]","[19996, 20002, 29107, 37885, 65045, 27889, 65335, 65046, 27890, 35355, 20000, 71014, 65050, 15199, 18719]",A15ZDCM9T6FXH3,120,1
screen with sample movies and information on recording with SnapMovie,285,"[2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]","[19996, 20002, 29107, 37885, 65045, 27889, 65335, 65046, 27890, 35355, 20000, 71014, 65050, 15199, 18719]",AXXA481XH6FKE,120,2
strike count threshold with disabling  feature and limits ranging from 1 to 50,305,"[2, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[62782, 62780, 31392, 14578, 62776, 44053, 31984, 37606, 66994, 46841, 11587, 66993, 70820, 36235, 66984]",A33LIU53SVI55G,136,0
strike count threshold with disabling  feature and limits ranging from 1 to 50,305,"[2, 1, 0, 2, 1, 0, 1, 1, 1, 1, 0, 1, 2, 0, 1]","[62782, 62780, 31392, 14578, 62776, 44053, 31984, 37606, 66994, 46841, 11587, 66993, 70820, 36235, 66984]",A1PVNAXKDIW5K6,136,1
strike count threshold with disabling  feature and limits ranging from 1 to 50,305,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[62782, 62780, 31392, 14578, 62776, 44053, 31984, 37606, 66994, 46841, 11587, 66993, 70820, 36235, 66984]",AXXA481XH6FKE,136,2
2D model of solunar clock,238,"[2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[54641, 54642, 24037, 31838, 54643, 30037, 29683, 45159, 24048, 31205, 24042, 24027, 44683, 3856, 30607]",A20I3A6VWC2T5C,0,0
2D model of solunar clock,238,"[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[54641, 54642, 24037, 31838, 54643, 30037, 29683, 45159, 24048, 31205, 24042, 24027, 44683, 3856, 30607]",AXXA481XH6FKE,0,1
2D model of solunar clock,238,"[2, 2, 0, 2, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[54641, 54642, 24037, 31838, 54643, 30037, 29683, 45159, 24048, 31205, 24042, 24027, 44683, 3856, 30607]",ARJ7XWSK0Y8FJ,0,2
"Expandable List item and Bottom Nav bar with Live, history, Stat, Check No. and More Items",168,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[26913, 71973, 39561, 57289, 25280, 67017, 66142, 66671, 57276, 57280, 58855, 6005, 65240, 39861, 10746]",A22TLF121MRXT1,10,0
"Expandable List item and Bottom Nav bar with Live, history, Stat, Check No. and More Items",168,"[2, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0]","[26913, 71973, 39561, 57289, 25280, 67017, 66142, 66671, 57276, 57280, 58855, 6005, 65240, 39861, 10746]",AXXA481XH6FKE,10,1
"Expandable List item and Bottom Nav bar with Live, history, Stat, Check No. and More Items",168,"[1, 2, 2, 0, 1, 2, 2, 2, 0, 0, 2, 0, 1, 2, 2]","[26913, 71973, 39561, 57289, 25280, 67017, 66142, 66671, 57276, 57280, 58855, 6005, 65240, 39861, 10746]",A33LIU53SVI55G,10,2
cover page of book with author name,349,"[1, 2, 2, 2, 2, 2, 2, 2, 0, 1, 2, 0, 2, 2, 0]","[49770, 40927, 40833, 40929, 40924, 24453, 40933, 40937, 42656, 47751, 52518, 8219, 6383, 61349, 45225]",A20I3A6VWC2T5C,81,0
cover page of book with author name,349,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[49770, 40927, 40833, 40929, 40924, 24453, 40933, 40937, 42656, 47751, 52518, 8219, 6383, 61349, 45225]",AFIK3VBMMX6G6,81,1
cover page of book with author name,349,"[2, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[49770, 40927, 40833, 40929, 40924, 24453, 40933, 40937, 42656, 47751, 52518, 8219, 6383, 61349, 45225]",AXXA481XH6FKE,81,2
daily sport program,220,"[2, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[59557, 63232, 1091, 35036, 35033, 35028, 1013, 35025, 64602, 1014, 721, 1008, 61726, 63223, 61038]",AXXA481XH6FKE,85,0
daily sport program,220,"[0, 1, 1, 1, 0, 2, 2, 1, 0, 1, 0, 2, 1, 2, 0]","[59557, 63232, 1091, 35036, 35033, 35028, 1013, 35025, 64602, 1014, 721, 1008, 61726, 63223, 61038]",A15ZDCM9T6FXH3,85,1
daily sport program,220,"[0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 2, 0, 1, 0]","[59557, 63232, 1091, 35036, 35033, 35028, 1013, 35025, 64602, 1014, 721, 1008, 61726, 63223, 61038]",A1PVNAXKDIW5K6,85,2
"search bar with links ,articles and personal option",2,"[2, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[9370, 41680, 19704, 40780, 8211, 19707, 2856, 8213, 34569, 2850, 49872, 67673, 2219, 45644, 49365]",A1I579KWWA5IEO,121,0
"search bar with links ,articles and personal option",2,"[1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2]","[9370, 41680, 19704, 40780, 8211, 19707, 2856, 8213, 34569, 2850, 49872, 67673, 2219, 45644, 49365]",ARJ7XWSK0Y8FJ,121,1
"search bar with links ,articles and personal option",2,"[0, 1, 2, 0, 2, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1]","[9370, 41680, 19704, 40780, 8211, 19707, 2856, 8213, 34569, 2850, 49872, 67673, 2219, 45644, 49365]",A35AR7EP102IEV,121,2
Menstrual calendar with body temperature,90,"[1, 2, 2, 2, 0, 0, 2, 1, 1, 1, 0, 1, 1, 0, 2]","[28339, 14252, 22876, 36575, 42316, 14248, 16983, 60084, 65193, 22879, 59590, 33572, 16986, 59134, 35133]",A33LIU53SVI55G,26,0
Menstrual calendar with body temperature,90,"[2, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1]","[28339, 14252, 22876, 36575, 42316, 14248, 16983, 60084, 65193, 22879, 59590, 33572, 16986, 59134, 35133]",AYHIH9NTPYFLY,26,1
Menstrual calendar with body temperature,90,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[28339, 14252, 22876, 36575, 42316, 14248, 16983, 60084, 65193, 22879, 59590, 33572, 16986, 59134, 35133]",AXXA481XH6FKE,26,2
AN android app,65,"[1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 0, 1]","[66756, 40068, 49622, 34329, 70797, 667, 51804, 54580, 26774, 30138, 51254, 61162, 30137, 26775, 38354]",A35AR7EP102IEV,3,0
AN android app,65,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[66756, 40068, 49622, 34329, 70797, 667, 51804, 54580, 26774, 30138, 51254, 61162, 30137, 26775, 38354]",A22TLF121MRXT1,3,1
AN android app,65,"[0, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 1, 2, 2, 2]","[66756, 40068, 49622, 34329, 70797, 667, 51804, 54580, 26774, 30138, 51254, 61162, 30137, 26775, 38354]",AXXA481XH6FKE,3,2
online dating,81,"[1, 0, 0, 2, 1, 1, 0, 0, 2, 0, 2, 2, 0, 2, 0]","[64832, 17289, 60172, 26879, 17286, 14553, 69995, 15942, 24568, 50639, 58530, 62458, 70005, 58532, 42733]",AXXA481XH6FKE,110,0
online dating,81,"[2, 0, 0, 2, 2, 2, 0, 1, 2, 0, 2, 2, 0, 2, 0]","[64832, 17289, 60172, 26879, 17286, 14553, 69995, 15942, 24568, 50639, 58530, 62458, 70005, 58532, 42733]",A22TLF121MRXT1,110,1
online dating,81,"[2, 0, 0, 2, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]","[64832, 17289, 60172, 26879, 17286, 14553, 69995, 15942, 24568, 50639, 58530, 62458, 70005, 58532, 42733]",A35AR7EP102IEV,110,2
near  important places,21,"[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[33755, 12189, 62895, 52330, 68289, 66553, 66552, 9834, 20147, 52126, 3370, 40947, 31685, 3367, 20146]",AXXA481XH6FKE,108,0
near  important places,21,"[2, 2, 0, 2, 0, 1, 1, 0, 1, 1, 0, 2, 2, 1, 1]","[33755, 12189, 62895, 52330, 68289, 66553, 66552, 9834, 20147, 52126, 3370, 40947, 31685, 3367, 20146]",AQJRB9V4BVIJ9,108,1
near  important places,21,"[2, 2, 2, 0, 1, 1, 0, 0, 1, 2, 1, 1, 1, 2, 1]","[33755, 12189, 62895, 52330, 68289, 66553, 66552, 9834, 20147, 52126, 3370, 40947, 31685, 3367, 20146]",A20I3A6VWC2T5C,108,2
Startup screen with login & sign up options and a logo,204,"[2, 2, 2, 2, 2, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0]","[53946, 69839, 36266, 18535, 39909, 10942, 16269, 10625, 22114, 53273, 41109, 5817, 13921, 16202, 57081]",ARJ7XWSK0Y8FJ,49,0
Startup screen with login & sign up options and a logo,204,"[2, 2, 2, 2, 2, 1, 2, 2, 0, 2, 1, 0, 1, 2, 0]","[53946, 69839, 36266, 18535, 39909, 10942, 16269, 10625, 22114, 53273, 41109, 5817, 13921, 16202, 57081]",AXXA481XH6FKE,49,1
Startup screen with login & sign up options and a logo,204,"[2, 2, 2, 2, 1, 1, 2, 2, 0, 2, 2, 0, 2, 2, 0]","[53946, 69839, 36266, 18535, 39909, 10942, 16269, 10625, 22114, 53273, 41109, 5817, 13921, 16202, 57081]",A15ZDCM9T6FXH3,49,2
short tutorial and instructions for a game with option to go back to previous menu,144,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[33529, 71255, 48403, 65142, 39192, 8143, 71261, 10672, 42136, 19838, 10681, 5948, 57909, 39196, 5937]",AXXA481XH6FKE,128,0
short tutorial and instructions for a game with option to go back to previous menu,144,"[2, 2, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0]","[33529, 71255, 48403, 65142, 39192, 8143, 71261, 10672, 42136, 19838, 10681, 5948, 57909, 39196, 5937]",A15ZDCM9T6FXH3,128,1
short tutorial and instructions for a game with option to go back to previous menu,144,"[2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[33529, 71255, 48403, 65142, 39192, 8143, 71261, 10672, 42136, 19838, 10681, 5948, 57909, 39196, 5937]",AFIK3VBMMX6G6,128,2
open with notification with paly store or browser,85,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]","[28811, 64065, 33769, 15596, 37358, 54834, 65995, 7311, 3777, 51903, 13381, 29842, 69445, 11725, 25974]",A1PVNAXKDIW5K6,112,0
open with notification with paly store or browser,85,"[2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[28811, 64065, 33769, 15596, 37358, 54834, 65995, 7311, 3777, 51903, 13381, 29842, 69445, 11725, 25974]",A1I579KWWA5IEO,112,1
open with notification with paly store or browser,85,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[28811, 64065, 33769, 15596, 37358, 54834, 65995, 7311, 3777, 51903, 13381, 29842, 69445, 11725, 25974]",A15ZDCM9T6FXH3,112,2
starting screen of Amino,449,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 2, 2, 2, 1, 1, 0]","[48492, 70183, 28260, 10276, 41430, 53935, 22507, 22505, 10273, 20983, 22513, 34169, 48501, 47327, 24606]",AFIK3VBMMX6G6,134,0
starting screen of Amino,449,"[2, 0, 2, 0, 0, 0, 0, 2, 0, 2, 2, 2, 0, 0, 0]","[48492, 70183, 28260, 10276, 41430, 53935, 22507, 22505, 10273, 20983, 22513, 34169, 48501, 47327, 24606]",A2AKNTBRMYZ95S,134,1
starting screen of Amino,449,"[2, 0, 2, 0, 1, 0, 0, 1, 0, 2, 2, 2, 1, 1, 1]","[48492, 70183, 28260, 10276, 41430, 53935, 22507, 22505, 10273, 20983, 22513, 34169, 48501, 47327, 24606]",A22TLF121MRXT1,134,2
complete your melody,367,"[2, 2, 1, 2, 2, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1]","[46619, 63188, 36136, 50056, 38103, 30405, 38102, 32194, 32190, 20953, 52112, 43202, 20331, 70783, 43860]",A35AR7EP102IEV,79,0
complete your melody,367,"[1, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[46619, 63188, 36136, 50056, 38103, 30405, 38102, 32194, 32190, 20953, 52112, 43202, 20331, 70783, 43860]",A15ZDCM9T6FXH3,79,1
complete your melody,367,"[2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[46619, 63188, 36136, 50056, 38103, 30405, 38102, 32194, 32190, 20953, 52112, 43202, 20331, 70783, 43860]",AXXA481XH6FKE,79,2
buying boats,327,"[2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[15039, 58090, 58084, 15036, 40117, 40109, 5949, 32819, 32815, 43011, 62390, 28649, 42997, 32817, 59102]",AXXA481XH6FKE,73,0
buying boats,327,"[1, 2, 2, 2, 0, 0, 2, 0, 0, 1, 0, 1, 2, 0, 1]","[15039, 58090, 58084, 15036, 40117, 40109, 5949, 32819, 32815, 43011, 62390, 28649, 42997, 32817, 59102]",A5TRIFYKKB8KG,73,1
buying boats,327,"[1, 2, 2, 2, 0, 0, 1, 1, 1, 1, 0, 0, 1, 2, 0]","[15039, 58090, 58084, 15036, 40117, 40109, 5949, 32819, 32815, 43011, 62390, 28649, 42997, 32817, 59102]",A35AR7EP102IEV,73,2
expense manager,197,"[2, 2, 2, 0, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2]","[48868, 67408, 67397, 36872, 67410, 35873, 12883, 67407, 12876, 12860, 67405, 16823, 12873, 12877, 8463]",A2QZ3E3AEY887V,90,0
expense manager,197,"[0, 1, 2, 0, 2, 2, 0, 2, 0, 0, 1, 2, 0, 1, 1]","[48868, 67408, 67397, 36872, 67410, 35873, 12883, 67407, 12876, 12860, 67405, 16823, 12873, 12877, 8463]",AXXA481XH6FKE,90,1
expense manager,197,"[1, 0, 2, 0, 1, 2, 0, 2, 0, 0, 1, 1, 0, 1, 1]","[48868, 67408, 67397, 36872, 67410, 35873, 12883, 67407, 12876, 12860, 67405, 16823, 12873, 12877, 8463]",AFIK3VBMMX6G6,90,2
Navigation app with setting location and destination,57,"[2, 0, 1, 0, 2, 1, 2, 0, 2, 2, 0, 0, 2, 0, 0]","[52332, 1105, 9716, 36229, 8954, 9733, 36225, 31409, 9718, 34251, 48293, 68160, 34256, 50263, 36177]",ARJ7XWSK0Y8FJ,33,0
Navigation app with setting location and destination,57,"[2, 1, 0, 0, 1, 0, 2, 0, 0, 2, 2, 1, 2, 0, 0]","[52332, 1105, 9716, 36229, 8954, 9733, 36225, 31409, 9718, 34251, 48293, 68160, 34256, 50263, 36177]",A15ZDCM9T6FXH3,33,1
Navigation app with setting location and destination,57,"[2, 1, 0, 1, 2, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0]","[52332, 1105, 9716, 36229, 8954, 9733, 36225, 31409, 9718, 34251, 48293, 68160, 34256, 50263, 36177]",AXXA481XH6FKE,33,2
online shopping app,240,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 2, 0]","[69252, 28311, 69527, 4186, 6195, 8170, 14553, 69954, 55532, 42733, 65926, 10423, 6305, 52137, 19345]",A1I579KWWA5IEO,111,0
online shopping app,240,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 2, 2, 0, 1, 1, 0]","[69252, 28311, 69527, 4186, 6195, 8170, 14553, 69954, 55532, 42733, 65926, 10423, 6305, 52137, 19345]",AXXA481XH6FKE,111,1
online shopping app,240,"[2, 0, 0, 1, 0, 1, 0, 2, 0, 2, 2, 0, 0, 0, 0]","[69252, 28311, 69527, 4186, 6195, 8170, 14553, 69954, 55532, 42733, 65926, 10423, 6305, 52137, 19345]",A22TLF121MRXT1,111,2
Selection of Doctor's Specialization,5,"[2, 1, 1, 1, 0, 0, 0, 0, 0, 2, 1, 0, 1, 1, 0]","[34401, 24069, 24079, 2847, 65902, 65898, 24076, 65907, 13200, 24074, 9131, 45730, 24067, 65904, 40250]",AXXA481XH6FKE,43,0
Selection of Doctor's Specialization,5,"[2, 1, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]","[34401, 24069, 24079, 2847, 65902, 65898, 24076, 65907, 13200, 24074, 9131, 45730, 24067, 65904, 40250]",AYHIH9NTPYFLY,43,1
Selection of Doctor's Specialization,5,"[2, 1, 1, 2, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0]","[34401, 24069, 24079, 2847, 65902, 65898, 24076, 65907, 13200, 24074, 9131, 45730, 24067, 65904, 40250]",A2QZ3E3AEY887V,43,2
Find friends,143,"[1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2]","[69561, 11369, 68947, 14555, 68945, 36134, 5566, 3720, 37533, 69401, 28273, 60023, 69388, 7355, 47383]",AXXA481XH6FKE,13,0
Find friends,143,"[2, 1, 2, 2, 0, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2]","[69561, 11369, 68947, 14555, 68945, 36134, 5566, 3720, 37533, 69401, 28273, 60023, 69388, 7355, 47383]",A33LIU53SVI55G,13,1
Find friends,143,"[2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[69561, 11369, 68947, 14555, 68945, 36134, 5566, 3720, 37533, 69401, 28273, 60023, 69388, 7355, 47383]",A20I3A6VWC2T5C,13,2
turkish car sales website,453,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[24320, 43041, 14026, 14023, 58048, 11854, 1170, 4863, 11855, 59825, 28756, 8273, 31124, 15674, 8261]",A22TLF121MRXT1,143,0
turkish car sales website,453,"[2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[24320, 43041, 14026, 14023, 58048, 11854, 1170, 4863, 11855, 59825, 28756, 8273, 31124, 15674, 8261]",AFIK3VBMMX6G6,143,1
turkish car sales website,453,"[2, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[24320, 43041, 14026, 14023, 58048, 11854, 1170, 4863, 11855, 59825, 28756, 8273, 31124, 15674, 8261]",AXXA481XH6FKE,143,2
snapchat startup interface with login and sign up options,351,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[16082, 16084, 36266, 18535, 1884, 10942, 69839, 16202, 5817, 13921, 40003, 57081, 10894, 29509, 22114]",A22TLF121MRXT1,131,0
snapchat startup interface with login and sign up options,351,"[2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[16082, 16084, 36266, 18535, 1884, 10942, 69839, 16202, 5817, 13921, 40003, 57081, 10894, 29509, 22114]",AXXA481XH6FKE,131,1
snapchat startup interface with login and sign up options,351,"[2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[16082, 16084, 36266, 18535, 1884, 10942, 69839, 16202, 5817, 13921, 40003, 57081, 10894, 29509, 22114]",A33LIU53SVI55G,131,2
Tiny Scanner,299,"[2, 2, 0, 2, 2, 1, 0, 2, 0, 1, 1, 0, 0, 1, 0]","[60292, 42571, 58983, 64672, 42567, 66873, 33689, 64675, 53766, 6585, 42569, 58984, 1764, 42568, 68683]",AXXA481XH6FKE,53,0
Tiny Scanner,299,"[2, 1, 1, 2, 2, 1, 0, 2, 0, 2, 2, 0, 0, 2, 0]","[60292, 42571, 58983, 64672, 42567, 66873, 33689, 64675, 53766, 6585, 42569, 58984, 1764, 42568, 68683]",A15ZDCM9T6FXH3,53,1
Tiny Scanner,299,"[2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 0, 0, 2, 2]","[60292, 42571, 58983, 64672, 42567, 66873, 33689, 64675, 53766, 6585, 42569, 58984, 1764, 42568, 68683]",A33LIU53SVI55G,53,2
Buy atlanta falcons jersey,79,"[2, 2, 1, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]","[23362, 23360, 25059, 49903, 23355, 17533, 17522, 23356, 17386, 25062, 7591, 25063, 7593, 17398, 62503]",A3C2X1L5PVNNLV,6,0
Buy atlanta falcons jersey,79,"[2, 2, 1, 1, 2, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0]","[23362, 23360, 25059, 49903, 23355, 17533, 17522, 23356, 17386, 25062, 7591, 25063, 7593, 17398, 62503]",AXXA481XH6FKE,6,1
Buy atlanta falcons jersey,79,"[2, 2, 1, 1, 2, 0, 0, 2, 0, 0, 2, 1, 1, 0, 0]","[23362, 23360, 25059, 49903, 23355, 17533, 17522, 23356, 17386, 25062, 7591, 25063, 7593, 17398, 62503]",A2QZ3E3AEY887V,6,2
directory for saving contact information of various establishments,152,"[2, 1, 1, 1, 2, 2, 2, 1, 1, 0, 0, 0, 0, 1, 0]","[61559, 30980, 33303, 48955, 22600, 29382, 48948, 60425, 907, 35661, 19048, 25982, 67334, 36704, 55708]",ARJ7XWSK0Y8FJ,88,0
directory for saving contact information of various establishments,152,"[2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[61559, 30980, 33303, 48955, 22600, 29382, 48948, 60425, 907, 35661, 19048, 25982, 67334, 36704, 55708]",AFIK3VBMMX6G6,88,1
directory for saving contact information of various establishments,152,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 2, 0, 0, 2, 0, 0]","[61559, 30980, 33303, 48955, 22600, 29382, 48948, 60425, 907, 35661, 19048, 25982, 67334, 36704, 55708]",A1PVNAXKDIW5K6,88,2
