Input.id,Input.query,annotations_list,gui_indexes_list,relevance,occurances
238,2D model of solunar clock,"[(2, 2, 2), (2, 2, 2), (0, 0, 0), (0, 0, 2), (1, 0, 0), (0, 0, 1), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 2, 1), (0, 0, 0), (0, 1, 2), (1, 1, 2), (1, 1, 1), (1, 1, 2), (0, 1, 2), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 1, 2), (1, 2, 2), (0, 1, 0), (0, 0, 0)]","[54641, 54642, 24037, 31838, 54643, 30037, 29683, 45159, 24048, 31205, 24042, 24027, 44683, 3856, 30607, 10126, 69797, 67529, 38688, 23601, 47241, 33457, 3294, 68730, 17913, 54647, 47242, 47254, 18248, 40998]","[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 1, 1, 1, 3, 0, 0, 0, 0, 3, 2, 0, 0]","[[0, 0, 3], [0, 0, 3], [3, 0, 0], [2, 0, 1], [2, 1, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [1, 1, 1], [0, 2, 1], [0, 3, 0], [0, 2, 1], [1, 1, 1], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [1, 1, 1], [0, 1, 2], [2, 1, 0], [3, 0, 0]]"
240,online shopping app,"[(0, 1, 2), (1, 0, 0), (0, 0, 0), (0, 0, 1), (0, 1, 0), (0, 0, 1), (1, 0, 0), (0, 1, 2), (0, 0, 0), (2, 2, 2), (2, 2, 2), (0, 0, 0), (1, 1, 0), (2, 1, 0), (0, 0, 0), (0, 0, 0), (0, 2, 0), (2, 1, 0), (1, 0, 0), (2, 1, 2), (1, 1, 0), (2, 2, 0), (2, 1, 2), (1, 1, 0), (1, 1, 0), (2, 1, 2), (1, 0, 0), (2, 1, 0), (1, 1, 2), (1, 0, 0)]","[69252, 28311, 69527, 4186, 6195, 8170, 14553, 69954, 55532, 42733, 65926, 10423, 6305, 52137, 19345, 14878, 65922, 4188, 4183, 65933, 8052, 57654, 65937, 21282, 59834, 65931, 68402, 52903, 65915, 59831]","[3, 0, 0, 0, 0, 0, 0, 3, 0, 2, 2, 0, 1, 3, 0, 0, 0, 3, 0, 2, 1, 2, 2, 1, 1, 2, 0, 3, 1, 0]","[[1, 1, 1], [2, 1, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [1, 1, 1], [3, 0, 0], [0, 0, 3], [0, 0, 3], [3, 0, 0], [1, 2, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [2, 0, 1], [1, 1, 1], [2, 1, 0], [0, 1, 2], [1, 2, 0], [1, 0, 2], [0, 1, 2], [1, 2, 0], [1, 2, 0], [0, 1, 2], [2, 1, 0], [1, 1, 1], [0, 2, 1], [2, 1, 0]]"
250,settings to adjust,"[(2, 2, 2), (2, 2, 2), (0, 0, 0), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (0, 2, 0), (0, 0, 0), (0, 2, 0), (0, 0, 0), (2, 2, 2), (1, 2, 1), (0, 0, 0), (0, 1, 2), (2, 0, 1), (0, 1, 0), (2, 2, 2), (2, 0, 1), (0, 1, 2), (2, 2, 2), (0, 0, 0), (1, 0, 0), (1, 0, 1), (0, 0, 0), (2, 0, 2), (2, 0, 2), (2, 0, 2), (1, 2, 2)]","[6007, 65783, 22351, 32842, 549, 11371, 21592, 35185, 49765, 50593, 62611, 68134, 9222, 12252, 23599, 1042, 53087, 35066, 16041, 41138, 8878, 37448, 3929, 36988, 65290, 62887, 9236, 9231, 65791, 1380]","[2, 2, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 1, 0, 3, 3, 0, 2, 3, 3, 2, 0, 0, 1, 0, 2, 2, 2, 2]","[[0, 0, 3], [0, 0, 3], [3, 0, 0], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [2, 0, 1], [3, 0, 0], [2, 0, 1], [3, 0, 0], [0, 0, 3], [0, 2, 1], [3, 0, 0], [1, 1, 1], [1, 1, 1], [2, 1, 0], [0, 0, 3], [1, 1, 1], [1, 1, 1], [0, 0, 3], [3, 0, 0], [2, 1, 0], [1, 2, 0], [3, 0, 0], [1, 0, 2], [1, 0, 2], [1, 0, 2], [0, 1, 2]]"
260,Chinese salad recipes,"[(2, 1, 2), (2, 1, 2), (2, 1, 2), (1, 1, 2), (2, 1, 2), (1, 0, 2), (2, 0, 0), (2, 1, 1), (1, 0, 2), (2, 1, 1), (1, 1, 1), (2, 0, 1), (1, 1, 2), (2, 1, 2), (0, 0, 0), (1, 2, 0), (1, 2, 0), (0, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 0), (0, 1, 1), (1, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[6394, 8047, 8167, 70038, 60444, 70329, 10068, 6391, 21272, 14279, 43427, 14275, 10064, 25399, 12314, 60972, 59019, 30057, 59014, 6395, 29838, 43431, 43426, 59927, 917, 52069, 56501, 10057, 59930, 17378]","[2, 2, 2, 1, 2, 3, 0, 1, 3, 1, 1, 3, 1, 2, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[[0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 2, 1], [0, 1, 2], [1, 1, 1], [2, 0, 1], [0, 2, 1], [1, 1, 1], [0, 2, 1], [0, 3, 0], [1, 1, 1], [0, 2, 1], [0, 1, 2], [3, 0, 0], [1, 1, 1], [1, 1, 1], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [1, 2, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
264,Web ad for an children learning app,"[(2, 2, 2), (1, 1, 1), (0, 0, 0), (2, 0, 2), (0, 0, 0), (0, 0, 0), (0, 0, 2), (0, 0, 0), (0, 0, 1), (1, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 1, 0), (0, 0, 0), (0, 0, 0), (1, 0, 1), (2, 0, 0), (2, 0, 0), (0, 0, 2), (1, 0, 0), (0, 0, 0), (2, 0, 1), (0, 0, 0), (0, 0, 0), (2, 0, 0), (0, 2, 1), (1, 0, 0)]","[55867, 60469, 39477, 11416, 59237, 31170, 69934, 37400, 60569, 47756, 39478, 28365, 14878, 41539, 35826, 56662, 13654, 35469, 47748, 48783, 54361, 21573, 58940, 1187, 60473, 7280, 11744, 51719, 68265, 39480]","[2, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0]","[[0, 0, 3], [0, 3, 0], [3, 0, 0], [1, 0, 2], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [2, 1, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [1, 2, 0], [2, 0, 1], [2, 0, 1], [2, 0, 1], [2, 1, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [2, 0, 1], [1, 1, 1], [2, 1, 0]]"
266,contact details form,"[(2, 0, 2), (2, 0, 2), (2, 2, 2), (1, 0, 0), (1, 0, 2), (1, 0, 1), (2, 2, 1), (1, 1, 2), (1, 0, 0), (1, 2, 0), (1, 1, 2), (1, 0, 2), (2, 2, 1), (1, 2, 2), (0, 1, 0), (2, 1, 2), (1, 1, 2), (0, 2, 0), (0, 0, 0), (1, 1, 2), (0, 1, 0), (0, 1, 1), (0, 2, 0), (0, 0, 0), (0, 1, 2), (0, 0, 0), (0, 0, 0), (1, 2, 0), (0, 1, 0), (0, 0, 0)]","[48069, 13359, 40736, 66701, 66315, 3372, 65494, 25713, 17044, 66228, 2837, 25116, 6861, 15513, 46777, 29981, 64300, 49918, 10286, 64299, 59279, 66696, 71431, 15867, 11921, 54543, 15038, 32351, 39054, 15043]","[2, 2, 2, 0, 3, 1, 2, 1, 0, 3, 1, 3, 2, 2, 0, 2, 1, 0, 0, 1, 0, 1, 0, 0, 3, 0, 0, 3, 0, 0]","[[1, 0, 2], [1, 0, 2], [0, 0, 3], [2, 1, 0], [1, 1, 1], [1, 2, 0], [0, 1, 2], [0, 2, 1], [2, 1, 0], [1, 1, 1], [0, 2, 1], [1, 1, 1], [0, 1, 2], [0, 1, 2], [2, 1, 0], [0, 1, 2], [0, 2, 1], [2, 0, 1], [3, 0, 0], [0, 2, 1], [2, 1, 0], [1, 2, 0], [2, 0, 1], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [1, 1, 1], [2, 1, 0], [3, 0, 0]]"
272,add location by pinning the place,"[(2, 1, 2), (2, 1, 0), (0, 0, 2), (2, 2, 2), (2, 1, 1), (0, 0, 2), (2, 1, 2), (2, 1, 0), (0, 2, 2), (0, 2, 2), (0, 1, 2), (2, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 1, 1), (0, 0, 0), (2, 1, 2), (0, 0, 1), (0, 1, 0), (0, 1, 0), (0, 0, 1), (0, 0, 1), (1, 0, 1), (1, 1, 1), (2, 1, 2), (2, 2, 2), (2, 1, 1), (2, 1, 1), (2, 1, 1)]","[17342, 53393, 30809, 40686, 1469, 43558, 10610, 9914, 61696, 18975, 43461, 61692, 45909, 64888, 28150, 3924, 64897, 61703, 43193, 64891, 28124, 59525, 71246, 8574, 50631, 3920, 62872, 43184, 9898, 58770]","[2, 3, 0, 2, 1, 0, 2, 3, 2, 2, 3, 2, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 1, 2, 2, 1, 1, 1]","[[0, 1, 2], [1, 1, 1], [2, 0, 1], [0, 0, 3], [0, 2, 1], [2, 0, 1], [0, 1, 2], [1, 1, 1], [1, 0, 2], [1, 0, 2], [1, 1, 1], [1, 0, 2], [3, 0, 0], [3, 0, 0], [3, 0, 0], [0, 2, 1], [3, 0, 0], [0, 1, 2], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [1, 2, 0], [0, 3, 0], [0, 1, 2], [0, 0, 3], [0, 2, 1], [0, 2, 1], [0, 2, 1]]"
272,learning and play piano online,"[(2, 2, 1), (2, 2, 2), (1, 2, 2), (1, 0, 0), (1, 0, 0), (2, 0, 1), (2, 0, 1), (1, 0, 1), (2, 0, 0), (2, 0, 0), (2, 0, 0), (1, 0, 0), (2, 0, 2), (1, 0, 1), (1, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 0), (1, 0, 0), (2, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0)]","[47226, 32132, 35079, 71074, 31170, 21024, 50420, 32139, 14553, 46782, 60473, 39477, 21909, 19219, 60569, 5368, 28365, 35826, 66742, 35469, 54361, 50056, 58940, 11744, 69231, 21021, 39480, 27261, 32130, 39479]","[2, 2, 2, 0, 0, 3, 3, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[0, 1, 2], [0, 0, 3], [0, 1, 2], [2, 1, 0], [2, 1, 0], [1, 1, 1], [1, 1, 1], [1, 2, 0], [2, 0, 1], [2, 0, 1], [2, 0, 1], [2, 1, 0], [1, 0, 2], [1, 2, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [2, 0, 1], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0]]"
274,accounting software with excel file output format,"[(0, 0, 2), (0, 0, 1), (0, 1, 0), (0, 0, 0), (0, 1, 0), (0, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 1), (0, 0, 1), (0, 0, 0), (2, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 1), (0, 0, 0), (2, 1, 0), (0, 0, 0), (0, 0, 0)]","[35396, 31179, 54509, 10139, 51541, 54510, 43697, 18627, 54511, 18606, 63716, 54508, 31034, 40362, 54739, 58371, 24766, 46842, 23612, 20535, 39446, 50648, 3366, 54738, 31033, 67898, 55963, 2067, 24767, 38564]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]","[[2, 0, 1], [2, 1, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0]]"
275,summery  of a questionnaire,"[(0, 1, 0), (0, 1, 0), (0, 0, 0), (1, 0, 0), (0, 2, 0), (1, 1, 0), (1, 1, 0), (0, 2, 0), (1, 1, 0), (1, 1, 0), (2, 2, 0), (0, 1, 0), (1, 1, 1), (1, 1, 1), (1, 1, 1), (0, 2, 0), (0, 2, 0), (0, 0, 0), (1, 1, 2), (0, 1, 0), (0, 1, 1), (1, 0, 1), (0, 0, 0), (0, 2, 1), (2, 0, 0), (1, 0, 1), (0, 0, 0), (0, 0, 2), (1, 2, 0), (0, 0, 0)]","[41735, 44379, 60569, 60571, 43243, 28365, 28366, 43247, 35826, 35811, 35461, 35469, 54360, 54361, 35466, 58942, 58940, 42098, 43556, 43249, 28768, 42112, 43248, 2886, 51784, 28770, 51775, 51783, 2887, 58274]","[0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 2, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 3, 0, 1, 0, 0, 3, 0]","[[2, 1, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [2, 0, 1], [1, 2, 0], [1, 2, 0], [2, 0, 1], [1, 2, 0], [1, 2, 0], [1, 0, 2], [2, 1, 0], [0, 3, 0], [0, 3, 0], [0, 3, 0], [2, 0, 1], [2, 0, 1], [3, 0, 0], [0, 2, 1], [2, 1, 0], [1, 2, 0], [1, 2, 0], [3, 0, 0], [1, 1, 1], [2, 0, 1], [1, 2, 0], [3, 0, 0], [2, 0, 1], [1, 1, 1], [3, 0, 0]]"
285,screen with sample movies and information on recording with SnapMovie,"[(2, 2, 2), (1, 0, 1), (0, 0, 0), (1, 0, 0), (1, 0, 1), (1, 0, 0), (2, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (2, 2, 2), (0, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (0, 2, 1), (0, 1, 0), (0, 0, 0), (0, 2, 0), (0, 2, 0), (0, 2, 0), (0, 0, 0), (0, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[19996, 20002, 29107, 37885, 65045, 27889, 65335, 65046, 27890, 35355, 20000, 71014, 65050, 15199, 18719, 37882, 15197, 65053, 37883, 32983, 20162, 65944, 32986, 44941, 17186, 23149, 44923, 6132, 67071, 20161]","[2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[0, 0, 3], [1, 2, 0], [3, 0, 0], [2, 1, 0], [1, 2, 0], [2, 1, 0], [2, 0, 1], [2, 1, 0], [3, 0, 0], [3, 0, 0], [0, 0, 3], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [2, 1, 0], [3, 0, 0], [2, 0, 1], [2, 0, 1], [2, 0, 1], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
289,Timer with play button,"[(2, 2, 2), (0, 0, 0), (0, 1, 1), (0, 0, 1), (0, 2, 2), (0, 2, 2), (1, 2, 1), (2, 2, 0), (0, 2, 1), (1, 2, 0), (2, 2, 0), (0, 1, 1), (2, 2, 1), (2, 2, 0), (2, 2, 2), (1, 2, 0), (1, 2, 2), (0, 1, 0), (0, 0, 0), (0, 2, 1), (0, 0, 0), (0, 0, 0), (0, 2, 1), (0, 0, 0), (0, 0, 0), (0, 1, 2), (0, 0, 0), (2, 2, 2), (2, 2, 2), (0, 0, 0)]","[32372, 8150, 11490, 11489, 3533, 18992, 47249, 33084, 18991, 12654, 60376, 17912, 63066, 69747, 63069, 56799, 3535, 37256, 2026, 33779, 42781, 70185, 9515, 63601, 2020, 37083, 63599, 53233, 8401, 12865]","[2, 0, 1, 0, 2, 2, 1, 2, 3, 3, 2, 1, 2, 2, 2, 3, 2, 0, 0, 3, 0, 0, 3, 0, 0, 3, 0, 2, 2, 0]","[[0, 0, 3], [3, 0, 0], [1, 2, 0], [2, 1, 0], [1, 0, 2], [1, 0, 2], [0, 2, 1], [1, 0, 2], [1, 1, 1], [1, 1, 1], [1, 0, 2], [1, 2, 0], [0, 1, 2], [1, 0, 2], [0, 0, 3], [1, 1, 1], [0, 1, 2], [2, 1, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [0, 0, 3], [0, 0, 3], [3, 0, 0]]"
292,displays the latest news in page,"[(2, 2, 2), (2, 2, 1), (2, 1, 2), (1, 0, 1), (1, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 2, 1), (0, 1, 1), (2, 2, 2), (1, 1, 1), (0, 0, 1), (1, 1, 2), (0, 0, 1), (0, 0, 1), (0, 1, 0), (1, 1, 1), (2, 0, 0), (0, 0, 0), (2, 1, 2), (0, 0, 0), (0, 1, 0), (0, 1, 0), (1, 1, 1), (0, 0, 1)]","[79, 17200, 53555, 68520, 47802, 23219, 1045, 23820, 20858, 20452, 15067, 9176, 3318, 42412, 54133, 36328, 39554, 71379, 70822, 56160, 65007, 68523, 68023, 18565, 68818, 1205, 16515, 36310, 32890, 42736]","[2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0]","[[0, 0, 3], [0, 1, 2], [0, 1, 2], [1, 2, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [0, 1, 2], [1, 2, 0], [0, 0, 3], [0, 3, 0], [2, 1, 0], [0, 2, 1], [2, 1, 0], [2, 1, 0], [2, 1, 0], [0, 3, 0], [2, 0, 1], [3, 0, 0], [0, 1, 2], [3, 0, 0], [2, 1, 0], [2, 1, 0], [0, 3, 0], [2, 1, 0]]"
295,news,"[(0, 0, 0), (2, 2, 2), (1, 1, 2), (1, 2, 0), (1, 1, 0), (1, 2, 2), (1, 1, 0), (1, 1, 2), (1, 2, 2), (0, 2, 2), (2, 2, 2), (1, 0, 2), (1, 2, 2), (1, 0, 2), (1, 0, 2), (2, 2, 2), (0, 0, 0), (2, 1, 1), (2, 1, 0), (2, 2, 2), (2, 2, 2), (2, 1, 0), (2, 2, 2), (2, 2, 2), (2, 1, 0), (2, 2, 2), (2, 2, 2), (2, 2, 1), (2, 2, 2), (2, 1, 1)]","[64920, 54133, 71379, 16515, 1570, 68818, 13837, 43051, 68811, 68813, 71448, 1565, 58510, 71451, 68814, 52520, 17565, 68816, 34466, 25205, 43821, 68874, 18870, 43824, 68865, 25199, 51821, 52519, 25209, 1575]","[0, 2, 1, 3, 1, 2, 1, 1, 2, 2, 2, 3, 2, 3, 3, 2, 0, 1, 3, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 1]","[[3, 0, 0], [0, 0, 3], [0, 2, 1], [1, 1, 1], [1, 2, 0], [0, 1, 2], [1, 2, 0], [0, 2, 1], [0, 1, 2], [1, 0, 2], [0, 0, 3], [1, 1, 1], [0, 1, 2], [1, 1, 1], [1, 1, 1], [0, 0, 3], [3, 0, 0], [0, 2, 1], [1, 1, 1], [0, 0, 3], [0, 0, 3], [1, 1, 1], [0, 0, 3], [0, 0, 3], [1, 1, 1], [0, 0, 3], [0, 0, 3], [0, 1, 2], [0, 0, 3], [0, 2, 1]]"
298,music,"[(2, 2, 2), (1, 2, 2), (1, 2, 2), (1, 2, 2), (1, 2, 2), (1, 2, 2), (0, 2, 2), (1, 1, 2), (1, 2, 2), (0, 0, 2), (1, 2, 2), (1, 2, 2), (0, 2, 2), (0, 1, 2), (0, 1, 2), (2, 2, 2), (2, 2, 2), (2, 1, 2), (2, 2, 2), (2, 1, 2), (2, 2, 2), (2, 2, 2), (2, 1, 2), (2, 1, 2), (1, 1, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 1, 2)]","[1506, 58956, 3351, 58946, 58945, 70547, 3352, 15479, 70546, 47865, 58955, 70544, 70533, 53793, 70539, 36221, 58954, 36218, 70553, 66742, 70538, 21909, 65894, 36222, 70548, 53910, 3348, 5368, 21904, 58944]","[2, 2, 2, 2, 2, 2, 2, 1, 2, 0, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2]","[[0, 0, 3], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 1, 2], [1, 0, 2], [0, 2, 1], [0, 1, 2], [2, 0, 1], [0, 1, 2], [0, 1, 2], [1, 0, 2], [1, 1, 1], [1, 1, 1], [0, 0, 3], [0, 0, 3], [0, 1, 2], [0, 0, 3], [0, 1, 2], [0, 0, 3], [0, 0, 3], [0, 1, 2], [0, 1, 2], [0, 2, 1], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 1, 2]]"
299,Map for atms,"[(2, 1, 2), (1, 2, 2), (0, 0, 0), (1, 0, 1), (1, 0, 1), (0, 0, 1), (1, 0, 1), (2, 0, 1), (1, 1, 1), (1, 1, 1), (2, 1, 2), (1, 0, 1), (1, 0, 0), (1, 1, 1), (0, 0, 0), (1, 1, 1), (2, 1, 1), (1, 1, 1), (0, 1, 0), (1, 1, 0), (1, 1, 1), (2, 1, 2), (1, 1, 0), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 2), (1, 1, 0), (2, 1, 0), (1, 1, 2)]","[66118, 35453, 11939, 52816, 57046, 11933, 52817, 13357, 11932, 4218, 40438, 11935, 41480, 11934, 11938, 66555, 68989, 7084, 56256, 17602, 70756, 24475, 19692, 60544, 881, 5316, 13259, 2754, 13348, 49502]","[2, 2, 0, 1, 1, 0, 1, 3, 1, 1, 2, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1]","[[0, 1, 2], [0, 1, 2], [3, 0, 0], [1, 2, 0], [1, 2, 0], [2, 1, 0], [1, 2, 0], [1, 1, 1], [0, 3, 0], [0, 3, 0], [0, 1, 2], [1, 2, 0], [2, 1, 0], [0, 3, 0], [3, 0, 0], [0, 3, 0], [0, 2, 1], [0, 3, 0], [2, 1, 0], [1, 2, 0], [0, 3, 0], [0, 1, 2], [1, 2, 0], [0, 3, 0], [0, 3, 0], [0, 3, 0], [0, 2, 1], [1, 2, 0], [1, 1, 1], [0, 2, 1]]"
299,Tiny Scanner,"[(2, 2, 2), (2, 1, 2), (0, 1, 2), (2, 2, 2), (2, 2, 0), (1, 1, 2), (0, 0, 2), (2, 2, 2), (0, 0, 2), (1, 2, 2), (1, 2, 2), (0, 0, 0), (0, 0, 0), (1, 2, 2), (0, 0, 2), (1, 0, 0), (0, 0, 2), (1, 2, 2), (0, 2, 2), (0, 0, 0), (0, 0, 0), (2, 2, 2), (0, 0, 0), (0, 0, 0), (1, 2, 2), (0, 0, 0), (1, 2, 1), (1, 0, 0), (0, 0, 0), (0, 0, 0)]","[60292, 42571, 58983, 64672, 42567, 66873, 33689, 64675, 53766, 6585, 42569, 58984, 1764, 42568, 68683, 33692, 42570, 33504, 40016, 6787, 62591, 66344, 60293, 33506, 6134, 64676, 59411, 60307, 60291, 68681]","[2, 2, 3, 2, 2, 1, 0, 2, 0, 2, 2, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 2, 0, 0, 2, 0, 1, 0, 0, 0]","[[0, 0, 3], [0, 1, 2], [1, 1, 1], [0, 0, 3], [1, 0, 2], [0, 2, 1], [2, 0, 1], [0, 0, 3], [2, 0, 1], [0, 1, 2], [0, 1, 2], [3, 0, 0], [3, 0, 0], [0, 1, 2], [2, 0, 1], [2, 1, 0], [2, 0, 1], [0, 1, 2], [1, 0, 2], [3, 0, 0], [3, 0, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [0, 1, 2], [3, 0, 0], [0, 2, 1], [2, 1, 0], [3, 0, 0], [3, 0, 0]]"
300,a panel app window with its points,"[(2, 2, 2), (0, 1, 0), (0, 2, 0), (0, 2, 1), (2, 1, 2), (0, 0, 0), (0, 2, 1), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 2, 0), (0, 2, 0), (1, 2, 0), (0, 1, 0), (2, 2, 2), (0, 0, 1), (0, 0, 0), (0, 0, 1), (0, 0, 1), (0, 0, 1), (0, 0, 1), (0, 1, 1), (1, 0, 1), (1, 0, 2), (0, 0, 1), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 2)]","[25084, 65150, 56420, 30837, 25088, 19585, 30855, 59454, 53258, 29111, 30838, 44236, 36620, 25086, 18289, 25089, 67556, 14494, 30846, 36074, 14492, 44775, 52283, 43126, 44773, 56042, 53261, 27510, 65148, 24573]","[2, 0, 0, 3, 2, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 0, 0, 0, 0]","[[0, 0, 3], [2, 1, 0], [2, 0, 1], [1, 1, 1], [0, 1, 2], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 0, 1], [2, 0, 1], [1, 1, 1], [2, 1, 0], [0, 0, 3], [2, 1, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [1, 2, 0], [1, 2, 0], [1, 1, 1], [2, 1, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1]]"
