query,gui_indexes,relevance
channels overview,"[62180, 31521, 16240, 27544, 31514, 11506, 8522, 59073, 26030, 5907, 59077, 55542, 55540, 31518, 10428, 25989, 48426, 44253, 9553, 35358, 37609, 59545, 48736, 48754, 61463, 48856, 44256, 61465, 69562, 59542]","[2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2]"
flag and find locations,"[51158, 63218, 56011, 65485, 44453, 65709, 23080, 43024, 173, 65483, 69800, 43076, 23081, 40444, 35309, 43987, 9344, 34679, 61111, 48679, 40438, 56278, 43309, 1743, 35305, 46998, 55949, 56006, 35517, 13063]","[3, 0, 0, 0, 2, 0, 0, 2, 3, 0, 3, 0, 0, 0, 0, 3, 3, 2, 3, 0, 1, 2, 1, 2, 2, 0, 2, 1, 0, 2]"
sign up page for a dating application,"[23576, 23577, 60172, 26879, 16268, 49940, 69995, 23573, 22963, 24568, 38934, 33484, 28655, 38933, 21795, 69989, 58538, 69985, 60175, 7738, 44594, 43181, 12125, 24311, 26878, 54561, 29796, 50639, 71406, 44025]","[2, 2, 0, 2, 2, 0, 0, 2, 0, 2, 2, 0, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
location map window with search bar,"[25717, 29111, 19585, 25192, 25788, 60991, 58552, 46881, 2757, 25181, 48101, 24472, 44955, 19113, 49500, 50060, 68846, 881, 6191, 71763, 2754, 68556, 48106, 13259, 50059, 58300, 24475, 70967, 66556, 49502]","[3, 0, 0, 2, 2, 2, 3, 2, 3, 3, 1, 3, 3, 0, 3, 2, 0, 2, 2, 3, 2, 2, 1, 2, 2, 0, 2, 3, 1, 2]"
a pop up window to choose in which to share,"[13855, 27708, 62738, 29111, 23519, 32771, 19585, 13150, 56761, 27510, 27515, 5883, 23520, 23522, 9810, 27513, 24929, 14494, 59518, 15339, 14492, 44478, 23516, 36620, 36602, 34535, 14498, 18226, 14490, 20634]","[2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]"
select which sports news to appear,"[18949, 49896, 57889, 7134, 36556, 57896, 1565, 36557, 25066, 1575, 39920, 8775, 16515, 39919, 54133, 16512, 49898, 71379, 1570, 841, 68818, 16508, 43108, 42717, 21243, 32870, 43962, 16516, 21247, 10803]","[2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Search icon with Menu and Chat Icon and advertisement,"[30371, 4704, 6210, 62683, 71915, 16050, 28421, 15657, 58968, 36557, 39687, 16047, 18160, 8558, 10164, 56809, 52282, 58969, 19303, 48542, 16045, 64833, 63048, 58970, 18140, 68128, 27704, 25662, 12422, 49905]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
search bar with contact list with profile picture and all other applications,"[47542, 10760, 44847, 47921, 10761, 69105, 22967, 66692, 618, 50317, 6063, 30447, 40544, 6053, 5873, 40545, 48969, 38591, 50314, 70729, 46286, 47925, 6866, 66228, 34408, 6055, 3328, 41180, 10752, 51736]","[3, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
newsfeed with articles and image,"[67353, 17966, 17959, 17960, 17961, 42145, 22059, 32213, 10777, 68523, 55572, 8214, 68520, 53266, 34318, 63845, 47758, 22381, 11350, 30626, 12033, 53442, 55579, 44059, 48035, 30627, 60516, 46056, 54755, 37303]","[3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 3, 2, 0]"
Search with search results,"[52196, 42462, 42466, 14771, 42455, 42434, 14777, 65192, 42453, 14775, 42450, 42463, 14778, 14769, 28539, 61555, 42447, 28546, 14772, 33825, 10600, 15336, 42451, 42442, 14767, 42458, 20890, 14774, 28547, 44443]","[0, 1, 1, 2, 2, 1, 2, 2, 1, 2, 0, 1, 2, 2, 3, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 3, 2, 0, 1]"
lists,"[5436, 7883, 65018, 7893, 33090, 62892, 62277, 54594, 38078, 60564, 60428, 60566, 44159, 60416, 52998, 44158, 44358, 60555, 44156, 66408, 59621, 22980, 71270, 32462, 44359, 10296, 50307, 27555, 38992, 54593]","[0, 3, 0, 3, 2, 2, 3, 2, 2, 2, 0, 2, 2, 3, 2, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2]"
downloading the image with brief dscription,"[68091, 65502, 22321, 41416, 65500, 39244, 18687, 68811, 68818, 26122, 68814, 1871, 487, 68816, 42715, 68981, 49791, 49792, 65681, 38387, 1203, 51537, 38396, 43740, 50530, 63577, 67648, 57436, 11061, 46770]","[3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3]"
camera purchase reviews for beginners,"[8601, 3515, 4351, 31771, 40061, 44825, 13183, 3502, 40876, 51720, 3513, 44840, 2916, 3500, 56736, 35030, 3514, 68670, 50535, 3512, 39964, 31173, 27131, 49136, 13140, 3499, 31393, 50285, 21950, 40065]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 3]"
Options menu,"[34240, 2274, 2270, 32998, 32997, 45959, 19707, 45956, 66489, 67673, 33637, 18535, 65542, 61125, 45962, 19704, 45954, 51704, 14932, 28685, 33003, 34569, 28684, 54292, 30122, 33006, 59360, 29945, 3648, 599]","[0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 3, 0, 3, 2, 3, 2, 0, 2, 0, 2, 0, 3, 2, 0, 2, 0, 0, 0, 3, 0]"
search bar with result list showing song preview image and name,"[67905, 48966, 59094, 47194, 19076, 70393, 28701, 48970, 14448, 67999, 27146, 55480, 50230, 41201, 55483, 29897, 41218, 14454, 60646, 71635, 10758, 27124, 28540, 10753, 19996, 18218, 68996, 70944, 71634, 32097]","[0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 2]"
terms of chocoapp,"[45906, 4060, 10815, 56918, 7934, 31617, 17538, 17719, 8548, 27108, 68263, 42708, 42343, 15303, 23699, 55254, 19564, 44953, 3525, 8291, 35974, 32450, 68772, 55808, 2498, 17720, 37511, 35062, 28092, 38284]","[2, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
"Text reading,search bar, ads, and share","[29775, 41683, 34387, 45838, 47772, 59344, 60642, 952, 35477, 65018, 64848, 34383, 31242, 8205, 9978, 53034, 69215, 9970, 24462, 61380, 49611, 42996, 47356, 59347, 60646, 43335, 48717, 53058, 69278, 48723]","[3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
the best calculator,"[69034, 39794, 20602, 20594, 49397, 67409, 46604, 13351, 35283, 8899, 53648, 16992, 61050, 34179, 16993, 18384, 34181, 16989, 13615, 14230, 13613, 18385, 60470, 33326, 54528, 16991, 33329, 13616, 38846, 12040]","[0, 0, 1, 3, 2, 1, 1, 1, 0, 1, 0, 0, 2, 1, 0, 3, 2, 0, 1, 3, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0]"
Tickets website show the register page,"[35976, 71589, 24379, 21124, 4640, 2631, 46463, 48356, 24370, 43373, 22798, 63156, 21126, 33886, 32189, 45313, 33659, 16199, 22819, 8623, 45318, 45315, 67361, 29880, 57130, 12419, 2697, 15930, 12623, 62959]","[2, 0, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 3, 2, 3, 1, 2, 3, 3, 2, 3, 0, 2, 3, 3, 2, 3]"
JO-ANN GUI interface,"[46803, 6140, 70744, 64029, 29033, 53012, 64031, 38807, 3176, 45631, 15805, 50588, 70847, 64025, 50599, 70750, 64414, 46553, 29036, 70742, 38796, 53017, 50605, 51078, 7653, 50592, 39511, 64030, 14748, 46549]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3]"
overview of livestream shows,"[24998, 10922, 41716, 8770, 48736, 8522, 48754, 68971, 55542, 1045, 27544, 10428, 44253, 5907, 55540, 37188, 30014, 25989, 55272, 15062, 44256, 37195, 29999, 9553, 55277, 15063, 6798, 37194, 4185, 55539]","[2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0]"
expandable side menu,"[6565, 57646, 22727, 22725, 55726, 5803, 30834, 20873, 58148, 4853, 61704, 69142, 24072, 55729, 58146, 71643, 13142, 39596, 24722, 18291, 39600, 49304, 59930, 39603, 55728, 59605, 8684, 20869, 20872, 68962]","[2, 0, 0, 0, 0, 2, 2, 1, 2, 2, 0, 2, 3, 1, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2]"
sharing privacy settings,"[38969, 51704, 55986, 48989, 48391, 57917, 62888, 36044, 50410, 17729, 9155, 36879, 17720, 16899, 68681, 60480, 26656, 3772, 17719, 1061, 54297, 68749, 36042, 16170, 8707, 3439, 14590, 57359, 32521, 16169]","[3, 0, 1, 3, 3, 1, 1, 1, 1, 3, 3, 0, 0, 3, 3, 1, 0, 0, 1, 2, 1, 1, 3, 0, 0, 0, 0, 1, 0, 0]"
Womens sexual healthcare,"[22864, 3526, 23926, 55275, 23923, 42342, 36955, 11980, 10868, 60213, 59078, 3976, 60240, 60471, 62129, 60221, 16987, 57463, 4529, 37986, 56294, 2849, 39758, 30096, 34226, 34420, 4312, 12925, 36956, 19798]","[2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
shopping lists app with ability to share,"[4783, 4780, 38078, 59834, 10427, 8170, 60557, 12673, 19345, 7893, 44358, 8052, 4183, 54594, 69527, 22980, 44359, 59831, 4186, 59825, 21282, 54595, 14116, 55532, 62277, 38077, 10423, 6911, 55540, 65018]","[2, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 0, 1, 1, 1, 1, 0, 0, 1, 0]"
Login form with validation,"[59701, 5903, 17044, 53274, 67147, 40736, 34026, 49918, 20750, 19310, 53632, 25116, 140, 53634, 19158, 141, 59095, 53638, 40127, 53643, 34915, 61710, 23944, 2519, 14549, 66058, 24026, 55806, 53637, 33902]","[2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 0, 0, 2, 0, 2, 2, 1, 0, 3, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2]"
A list of Games,"[1309, 38404, 60048, 8137, 60051, 8133, 51975, 15747, 60064, 36526, 38388, 61346, 15603, 47756, 60062, 15609, 36523, 60058, 5423, 55857, 3029, 1851, 47748, 60056, 8150, 39955, 61333, 8149, 8146, 1525]","[0, 3, 1, 0, 1, 0, 0, 1, 1, 2, 3, 0, 2, 0, 1, 2, 2, 1, 0, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0]"
Job feed for online job posting,"[38318, 26244, 35958, 35951, 30559, 35949, 35956, 30551, 43323, 67032, 10748, 60781, 60780, 26798, 67038, 67046, 2788, 53048, 18886, 60783, 70728, 60782, 67048, 68495, 38319, 67030, 59379, 49054, 67037, 18818]","[3, 0, 3, 2, 0, 2, 2, 0, 1, 2, 0, 2, 3, 1, 2, 1, 2, 2, 2, 0, 1, 2, 1, 1, 3, 2, 0, 0, 1, 0]"
countdown timer with a list of options,"[57318, 16718, 57598, 57597, 16710, 57596, 57595, 16707, 16854, 11282, 16722, 16855, 11285, 11490, 11286, 11489, 44181, 71547, 47249, 12651, 71549, 17912, 28868, 18992, 57319, 37257, 18991, 56799, 37254, 57316]","[0, 2, 1, 1, 0, 2, 2, 0, 1, 2, 0, 2, 1, 3, 1, 2, 0, 0, 1, 0, 0, 0, 0, 2, 3, 3, 2, 1, 1, 1]"
adjust actions in the settings,"[41466, 65783, 22351, 32842, 549, 11371, 35185, 43382, 47571, 21592, 62611, 49765, 50593, 41138, 16642, 15545, 12252, 16647, 58705, 53087, 68134, 3534, 3929, 23599, 65791, 62887, 35066, 9219, 1250, 37070]","[3, 2, 3, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 3, 1, 3, 1, 1, 3, 1, 0, 0, 0, 0]"
broadcasting sport app,"[51474, 57007, 23854, 7138, 35105, 57472, 7134, 3526, 57460, 4222, 23321, 57461, 51475, 42689, 57473, 18948, 70108, 30744, 40792, 23317, 57470, 7912, 64516, 57459, 7903, 30093, 47950, 57889, 10086, 15762]","[0, 0, 2, 0, 0, 2, 0, 1, 3, 0, 0, 2, 2, 0, 2, 2, 1, 1, 2, 3, 1, 2, 2, 1, 2, 1, 3, 3, 3, 2]"
food and restaurants list,"[66329, 31527, 48955, 20765, 6730, 48948, 40847, 30295, 42034, 60614, 64586, 60609, 60611, 69607, 60613, 20766, 6728, 13727, 20423, 64587, 13722, 24745, 69606, 42039, 57262, 30289, 27984, 25113, 69605, 30368]","[1, 3, 1, 3, 0, 1, 1, 0, 1, 2, 0, 3, 2, 0, 2, 1, 1, 3, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1]"
language learning app,"[27741, 60569, 28365, 35826, 35469, 54361, 2947, 58940, 6738, 12746, 7280, 31874, 17323, 37847, 31170, 47658, 39950, 12748, 62636, 39948, 32529, 31053, 37839, 9105, 71570, 7294, 62717, 45874, 11744, 45851]","[2, 3, 2, 3, 2, 2, 0, 3, 2, 2, 0, 0, 2, 1, 0, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 2, 2]"
loading screen on app,"[50768, 66722, 2541, 19447, 26881, 44001, 23980, 67205, 22942, 17743, 59079, 37486, 43181, 19213, 1894, 61380, 70576, 51234, 46800, 10118, 15768, 46524, 71183, 34723, 46520, 71184, 1755, 26827, 71185, 21246]","[2, 3, 2, 2, 1, 2, 0, 0, 3, 0, 3, 2, 0, 3, 2, 0, 0, 0, 2, 2, 0, 0, 1, 2, 0, 1, 0, 0, 1, 2]"
login screen,"[49706, 18830, 69548, 6309, 3758, 141, 6364, 52932, 20071, 31776, 59208, 42005, 30102, 18832, 39998, 16241, 14615, 29481, 35225, 26827, 47741, 140, 50487, 71940, 22542, 21042, 65903, 15939, 38655, 1552]","[2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 0, 2, 2, 2, 2, 2, 3, 2, 2, 0, 2, 2, 2, 2, 2, 2]"
search for works in  a map,"[39682, 3876, 52816, 52817, 65720, 68903, 4218, 14986, 60544, 56275, 57934, 60543, 66555, 6923, 62605, 24475, 16658, 70756, 881, 26765, 7084, 13259, 26768, 2754, 49502, 2418, 13160, 56256, 65117, 61043]","[0, 0, 3, 3, 3, 0, 0, 0, 3, 0, 0, 1, 2, 0, 3, 3, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 2, 0, 0, 2]"
FAQ YapStone support search button and missing site message,"[36059, 62509, 35525, 39754, 1384, 24246, 19137, 10225, 57102, 58550, 95, 24247, 29072, 71900, 29068, 18933, 3908, 36063, 65200, 59775, 1390, 3603, 60177, 9440, 15497, 31630, 39980, 24474, 23023, 39983]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 3, 0, 0, 0, 0]"
four tabs with calander,"[15688, 57334, 59078, 35130, 2390, 60166, 35133, 50318, 60162, 35129, 2465, 60158, 35128, 5977, 42245, 15604, 1693, 66237, 2230, 1862, 59312, 34139, 1839, 52136, 57316, 2391, 51763, 34136, 2470, 63307]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
in shape water schedule by date,"[30327, 30331, 70412, 36340, 67459, 70413, 53091, 30326, 66925, 5768, 64175, 52341, 58336, 14498, 61950, 57452, 40226, 41151, 53844, 70621, 44145, 53093, 12251, 50674, 30501, 6011, 71979, 42266, 71456, 8241]","[2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
expandable side menu,"[14215, 57646, 22727, 22725, 55726, 5803, 30834, 20873, 58148, 4853, 61704, 69142, 24072, 55729, 58146, 71643, 13142, 39596, 24722, 18291, 39600, 49304, 59930, 39603, 55728, 59605, 8684, 20869, 20872, 68962]","[2, 0, 0, 0, 0, 2, 2, 0, 2, 2, 0, 2, 0, 0, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2]"
choose primary use for cash for personal or business,"[32392, 57263, 61257, 38516, 57265, 49563, 6910, 57264, 21521, 22839, 49569, 21526, 6911, 38958, 66341, 24523, 35290, 66349, 43737, 34601, 66113, 38687, 67766, 66326, 63887, 41272, 21520, 20843, 44954, 49365]","[2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
